person_id,why_are_pid,prob_machine_generated,n_tokens,glimpse_criterion
US:181029451,"Believe in equality , in democracy, and see republicans as liars who mess up the economy and increase the deficit while saying that they are fiscal conservatives",0.27,31,-3.270297264001844
US:184831129,It a good look for the states,0.27,7,-3.2931009012356958
US:188851393,The opinions they have more align with my own views.,0.25,11,-3.6652118602120716
US:40455808,"I believe in the rule of law and that government should work for the least well off of the nation, not the most well off.",0.71,27,-0.22850367748403905
US:35774641,I support freedom of choice and common sense approaches to issues.,0.41,12,-1.947889552322397
US:146569343,They are more liberal than the Republican Party and have similar views to my own,0.6,15,-0.8440933240444577
US:43412611,"Because the Republican party represents Honesty, Integrity, True sence of how things should be run in our government! Business minded!",0.24,26,-6.311843666421672
US:173711639,"Democrats care about social justice, the environment and the rule of law. Most Dems are not full of themselves",0.34,21,-2.495569303309606
US:187555567,my values and beliefs align with the republican party. also the democrats have gone way to crazy and nation destroying.,0.26,23,-3.447704954745653
US:137747145,Because I’m middle of the road,0.3,7,-2.9414890758242707
US:107382485,because republicans are pure evil and third parties act just as useless as all the other parties without even having any political power,0.22,24,-4.752010856187428
US:167690135,They often don't do right to help the people.,0.35,11,-2.4457237821822035
US:110061661,I BELIEVE IN THEM,0.29,6,-3.0888607738278973
US:573073,Because Democrats are insane and lie.,0.24,7,-6.284843170885091
US:28383797,It means working people come first not the ultra rich.,0.22,11,-5.008919530376587
US:188435997,"I believe women should be able to get abortions up to 3 months, do not agree with woke democrat issues",0.25,22,-3.6457538836479935
US:34480689,There is no party to the left of Democrats.,0.52,10,-1.2779155187311206
US:1492468,The Republican party generally represents my opinions about the welfare of the nation.,0.31,14,-2.827564480067753
US:179051839,Beliefs along more with mine than other parties,0.29,9,-7.146353908899294
US:191976925,They represent the normalcy I want in life. Life should not be too complicated like other sects make it to be. Republicans are close to how I perceived the world.,0.22,35,-4.586882710014036
US:174510549,I believe people should work to earn a living not wait for the government to give them free money. I don't believe in abortion at any amount of weeks. I believe if people want to come to the US they should do so legally!,0.55,48,-1.0750228169326463
US:505145,"Are you kidding? Look at the racist, misogynistic, homophobic christofasists of the patriarchal GOP, akin to the Taliban or mullahs of Iran. They are speedily destroying every progressive advance of the last century and attempting to destroy our secular democracy, secular because the deistic Founders created it as such, in favor of theocracy and oligarchy. Furthermore, they are destroying the middle class, secular public education, access to higher education, and public health in order to create a sick, illiterate, and desperately poor populace unable to fight the increasingly powerful oligarchy and more likely to turn to the fairy tale of religion, just like it was in the Middle Ages. Key to all of this is to return women to the home to remain barefoot and trapped pumping out soldiers, laborers, and parishioners for the wealth and clerical class as it once was in feudal times. Rolling back women's reproductive rights and even the franchise as some in the GOP are seeking to do is the overarching goal. And don't get me started on the sick Republican obsession with eliminating gay and transgender rights. If able, they'd also willingly take up the cause of the old Southern Democrats of the Civil War era and return blacks and probably Hispanics or any dark skinned person to servitude. They value wealth, white European lineage, and the authoritarianism of Iron Age religion above all else and refuse to raise taxes on the wealthy to fund a healthy, highly educated, and well functioning society. As for destroying the environment and ignoring catastrophic climate change, if there's money to be made, they couldnt care less. And finally the GOP is increasingly aligned with fascist leaders such as Victor Orban and Vladimir Putin, enemies of multicultural secular democacry. Republicans are the antithesis of everything that America has come to mean for the average American who is not a wealthy, heterosexual, Christian male. The Democratic Party has its problems, primarily being they are too far to the right in comparison to The Left of Europe and not agressive enough in fighting for the working class as they were in the era of FDR and JFK, but they are the only choice in our two-party system for this highly-educated, very liberal, fully progressive, environmentally aware, atheistic woman.",0.27,459,-6.891867118989602
US:195964929,I believe both parties do no have the best interest of the country at heart and only seek to grow their power,0.56,22,-1.010382709224466
US:500025,the 2 party system perpetuates the problems,0.34,9,-2.516458638972395
US:1795968,They prioritize actual long term well being of people and the country. They use logic and science to make laws.,0.35,22,-2.409291234656213
US:2154710,Because I don't know why,0.38,6,-2.1353558364083502
US:40751771,I agree with our policies and ideals,0.34,7,-2.557105540512325
US:1498458,Because the Republican party has lost it's way and has become a threat to our freedom.,0.56,18,-1.026509236395817
US:46346460,"I agree with the positions of Democrats much more than Republicans, and a vote for anyone other than a major two party candidate is a throwaway.",0.26,29,-3.57427349383853
US:173666495,Because I am a liberal and value democracy.,0.29,9,-3.0219924312352195
US:26689220,"Although the Democratic Party doesn't completely align with my values, they do so much more than the Republican party does.",0.52,23,-1.2582928825976025
US:1452858,"Because they fight for more conservative choices based on what's morally right, tough choices have to be made for the good of all, not just a few diverse groups.",0.24,33,-3.9817851916638247
US:45004983,Mostly because my beliefs align with Republicans views,0.23,9,-4.316819148241818
