person_id,why_think_pid_with_when,prob_machine_generated,n_tokens,glimpse_criterion
US:171423689,Because I care about every day people and not just the wealthy. I care about healthcare access for all and the needs of the working class.,0.59,28,-0.8542443306288335
US:2727969,The other party sucks,0.24,4,-4.058990522906826
US:189853217,I am a democrat because I think the democratic party stands more for the people of the country and care more about the welfare of its citizens.,0.46,28,-1.6120595123443946
US:178896471,The democrats are corrupt and grand stand to protect their power and create headlines rather than consider common sense and getting things done for the people. They want to control everyone and people are simply a means to maintain power.,0.28,43,-3.2153963746426806
US:2950471,"I want smaller government, lower taxes, and liberty. I want equal opportunity not out comes. I don't trust the government or the media",0.36,28,-2.363741678151768
US:156255717,"Clinton was horrible. The Democrats no longer even pretended to be liberal. The DNC ignored the will of their party members to nominate the candidate of their choice. And Sanders went along with it. He got paid for it. They became friendly with awful neocons. They became as censorious as Republicans and their speech police moved the social center far to the left. They became pro-Wall-Street and pro-war. I've never thought of myself as a Republican. Their ""family friendly"" policies and decisions based upon religion are an anathema to me. They've always been a censorious, pearl-clutching, and war-driven party. At least they listened to their party members when Trump ran on their party's ticket in the last three elections. They didn't pull dirty tricks to prevent it.",0.22,162,-5.664081028320976
US:1318022,I agree with the values that they represent,0.52,8,-1.228405121366942
US:178225,Republicans better represent my conservative belief's,0.31,7,-7.314525558403664
US:192327411,I don’t have a strong preference,0.77,7,0.08300909528054193
US:27067606,Th GOP gets the job done always.,0.27,8,-6.8719838914718006
US:4621054,I believe in community and policy that lifts EVERYONE. I DON'T believe the interests of wealthy and business should be top priority. I believe we should care fir our environment and move away from fossil fuels. I want universal Healthcare and strong public schools. I believe women should have reproductive freedom.,0.33,58,-2.6007975698215553
US:192966227,"Democrats want power, Republicans want money. Neither gives a shit about the people.",0.47,16,-1.5487211867354176
US:206718369,They both are run by dinosaurs. Get old people out of government. Let the people who will deal with the policy in life decide stuff. Not some 100 year old pile of shit making laws they'll never see,0.22,43,-5.298304708874927
US:178816649,I do not agree with anything that today’s republicans say,0.3,12,-2.986596430007086
US:1968631,Democrats have evolved into Socialists. They give away too much taxpayer money with no accountability. Democrats have forgotten their ROOTS. The United States is a Republic. Each State is supposed to be a Democracy. The Democrats have failed the people in general.,0.57,50,-1.0057649263995825
US:4021985,Since 1964,0.42,4,-1.8632231946055184
US:2383381,"My cultural values align better; the republican party has no interest in governing, only in keeping power.",0.28,20,-3.229879246302636
US:2426526,"They align with my pro life views, 2nd amendment strong foreign affairs pro military",0.22,17,-5.325080062598553
US:2392425,Conservative,0.35,2,-2.4603725794151234
US:147018857,"I was raised by democrats, and I feel constrained by the 2-party system and thus continue to call myself a democrat even though the party has moved far to the right of my politics.",0.58,39,-0.9482445113720903
US:128311491,"I’m only closer to the Dems because I abhor the near-Fascist Republican Party. They wish to destroy the rule of law and destabilize our democracy. So, in this case the Dems are the lesser of two evils.",0.36,47,-2.3579205431935133
US:878659,My values and respect of law are in agreement with the Democratic party,0.35,13,-2.414885201526575
US:43200314,"Because it's the party of workers, small government, lower taxes, and personal freedoms.",0.34,18,-2.5088698158450438
US:1110411,"Conservative values, they care more about America.",0.31,10,-2.807148994199882
US:39564053,I think we were taught a vision of America that never really existed and learned to strive for a lie. I realized that government rarely works for the poor or marginalized. That we have to fight for them and us.,0.38,43,-2.1772088346256484
US:180355483,Have more conservative view and pro Christian values,0.33,8,-7.568893107639467
US:43596614,i do not align myself with either party as some of my views are conservative/republican and some are liberal/democrat. I think the 2 party system is doing this country a grave disservice.,0.55,42,-1.0981598241909514
US:184937445,has a thinking in my mind that I agree with,0.3,10,-2.8985261858180396
US:180949813,The Republican Party has generally been more in touch with the needs of the American People. Which is exactly how I think our politicians should be rather than supporting non citizens.,0.34,33,-2.542387098203439
US:37849778,Because they are closest to my values,0.23,7,-4.114008473995506
US:142630619,They follow through on what they say,0.43,7,-1.835690885674502
US:123270405,"Same as above, entire family both sides were all Dems.",0.22,12,-5.681672605057321
US:130255147,Democrats follow the rule of law and the Constitution,0.55,9,-1.0801630061385645
US:25273077,I realized that generally that party supported or at least did not oppose the policies that I preferred. Democrats also seem to be the only political party in the US interested in governing.,0.3,35,-2.896043173233375
US:180118921,"Because I am a Bible believing Christian. Democrats lie, abortion is murder, homosexuality is an abomination, child indoctrination in carnal knowledge is an abomination, transgenderism is an abomination, democrats are being proven to be thieves, democrats are one sided with criminal justice, democrats use legalized warfare against their opponents, democrats support illegals over American citizens, democrats do very little to help the poor - seniors - veterans and list goes on and on.",0.22,97,-5.402909262419427
US:170765277,"The dems are out of their minds with DEI, affirmative action, immigration, womans sports. They have no ideas of their own.",0.31,29,-2.804988854919288
US:101022261,Freedom of speech and fiscal responsibility,0.31,6,-2.8049386874467372
US:114311841,I believe that there is too much money wasted by Washington. I am against abortion and DEI. The Democrats have become increasingly socialistic and immoral since the late '60s.,0.28,36,-3.2037333953332907
US:3678151,I feel that the Democratic party has a better connection with the rights and needs of the people.,0.67,19,-0.4530038892341031
US:28153591,because the alternative would be reprehenisible,0.27,9,-3.320140107873897
US:148926167,"We live in a completely stifled two-party system, and unfortunately the only party that's slightly better at supporting the needs of the working class is the Democratic party.",0.35,33,-2.397814200029146
US:170546285,The whole truth is I don't believe anyone nor any person who can change an order who charge things that is not in their nature or in their heart.,0.25,31,-3.7602605746989246
US:1559441,they make sense,0.22,3,-5.117217355805514
US:1907018,"The Libertarian Party was unable to field candidates in all of the elections that I can vote for. So I have had to choose between two parties, neither of which match my own philosophy very closely.",0.47,39,-1.5785560423799714
US:180659271,"Because rationality only applies to that party. The MAGA party is, by definition, irrational.",0.24,20,-4.023759510163094
US:41052864,I am not a religious right-wing nut job.,0.57,10,-0.9805602697499797
US:109852547,Not sure,0.38,2,-2.1874984942408053
US:1160325,Somewhat of a birthright. First my father showed his views on politics and I followed suit.,0.29,20,-3.0346347450458624
