person_id,why_moved_to_current_state,prob_machine_generated,n_tokens,glimpse_criterion
US:39061102,Husband wanted to be near his parents,0.37,8,-2.2663233234697464
US:25186974,I've always lived here except for a brief2 years,0.22,11,-5.025899984965011
US:2943117,spouse had a new job,0.28,6,-3.2393932606819216
US:387354,"Divorced, returned ""home"" (family was still here)",0.24,14,-3.9664576575228225
US:28202945,Florida was too expensive and my family moved here in 2016,0.32,13,-2.717992344941859
US:124403407,Got married,0.23,2,-5.7645829711388705
US:3831696,I was born here.,0.64,5,-0.6347928988493824
US:116563907,Fathers job changed,0.32,4,-7.419073231414088
US:189290073,wisconsin is my home state,0.38,6,-2.187171086871969
US:2734679,Born in Pa.,0.25,4,-3.671202866024587
US:1607245,lower cost of living and good central location to family/friends,0.24,12,-4.049073513601239
US:183525355,parents moved as I was a child,0.22,7,-4.471316046912822
US:3694599,better than california,0.26,3,-6.63290816127689
US:39431113,Born here,0.24,2,-6.211084609295849
US:27527282,long story,0.23,2,-4.413322445306824
US:3196180,my husband got a job here,0.29,6,-3.075928141516703
US:24919639,To be close to Grankids,0.24,7,-6.1822596341941365
US:2740804,Started new job.,0.22,4,-4.491489161790272
US:1154473,Summer home,0.22,2,-4.815473401838406
US:195202907,Job transfer,0.23,2,-5.710488293819559
US:4128862,Family,0.25,1,-3.7675180728671025
US:1828095,I love it here.,0.7,5,-0.2818752691764273
US:140100201,I returned to Ohio after my military service,0.36,8,-2.3481116179321075
US:27710545,Work,0.44,1,-1.709566926274204
US:4050783,Husband,0.48,2,-1.4811834826374866
US:2628431,to be closer to my mom,0.34,6,-2.5077237603305482
US:4069829,n readon,0.3,3,-7.1753705703006485
US:2130895,followed parents,0.24,3,-6.328304906553455
US:615551,"Cancer treatment, insurance & family reasons",0.22,8,-4.588518612393877
US:2644452,military,0.36,2,-2.3319677294128507
US:4276962,Illinois sucks,0.22,3,-4.628425512920093
US:23759994,Left the military,0.22,3,-4.945248916290852
US:37418978,Tired of Kansas.,0.31,5,-2.770893254596708
US:31391531,home state,0.26,2,-6.728041679671401
US:628080,it is home I was born and raised in Colorado,0.37,10,-2.2781296838347735
US:175132603,it is my home,0.29,4,-3.052981691260171
US:22084835,Work moved me from Virginia to Colorado,0.24,7,-3.9268134239063683
US:2969762,birth place,0.43,2,-8.359141298585655
US:27813849,to be with partner,0.22,4,-4.5381345848702
US:168701603,Was engaged to someone from NC and we chose to settle here,0.24,12,-6.291706715803516
US:3191371,job,0.28,1,-6.973120537884909
US:162801773,Dad's job had been moved to Texas,0.48,9,-1.4829149593749513
US:108983179,Family lived here,0.22,3,-4.861736573442247
US:3167039,To live on the lake,0.33,5,-2.6381965716105062
US:1488187,Because of family and economics.,0.22,6,-5.3712135993318375
US:27610611,Job,0.33,1,-2.6298001581011357
US:24934839,na,0.29,1,-7.070316797465924
US:40985165,Parents moved here from Nebraska when I was 16.,0.27,11,-3.309539929815215
US:41054125,Job,0.33,1,-2.6298001581011357
US:1682916,Job,0.33,1,-2.6298001581011357
US:786572,job,0.28,1,-6.973120537884909
US:2730631,WEATHER & HEALTH,0.32,4,-2.708030196465326
US:29288173,Fathers job. I was a very small child.,0.39,11,-2.0646322417354694
US:33115886,My employer moved me,0.3,4,-2.9547428856963567
US:137003893,Got married and husband lived in Iowa.,0.22,8,-5.321917748346658
US:123809551,Parents moved to North Carolina,0.27,5,-3.3873948721676395
US:2506263,To take care of my Grandparents,0.29,7,-3.086194960254902
US:41263315,I got married,0.39,3,-2.0967827779969506
US:1552101,Transferred by USFS,0.23,5,-5.852823766926474
US:4542749,I moved to Nebraska to go to business school.,0.36,10,-2.338953517829999
US:700171,To be close to family,0.33,5,-2.6490987365760463
US:137855943,Job,0.33,1,-2.6298001581011357
US:28973599,Warm weather,0.43,2,-1.8119217821133262
US:40971218,My parents moved here so I went with.,0.23,9,-4.361258896498113
US:43055713,Because of the weather,0.52,4,-1.2845391043990888
US:3158935,Moved back with my parents,0.27,5,-3.3965780817357194
US:135024081,"Was young, moved with family",0.22,6,-4.961069188918835
US:1782705,My husband was in the US Air Force,0.56,8,-1.054561218939235
US:29509,Military orders,0.22,2,-5.4240201700143915
US:40548970,My parents did,0.38,3,-2.1322557284508434
US:1459613,"My father moved us to CT for his work and then back to RI, again, for his work.",0.32,21,-2.6959120457471273
US:116735223,Born and raised here,0.25,4,-3.7521625540037906
US:143918667,"I was born in Wallace, NC and when I graduated High School and attended Shaw University for one year and went to NY and enrolled in Secretarial Speedwriting Institute and I got great jobs in New York. When my Sister that living in New York moved back I followed her because my father got ill.",0.25,60,-6.4763869190541214
US:421044,I got a job. I was living in Texas at the time and hated it there. It was also closer to family,0.41,24,-1.9118713060562056
US:31254056,Moved back after husbands military service,0.27,6,-6.854206449672752
US:1984612,wanted out of a small town,0.36,6,-2.323415514172726
US:31285624,Dad took a new job,0.51,6,-1.3165447474178582
US:127758531,To be closer to family,0.31,5,-2.7828602354045757
US:156099709,To be with my fiancé,0.31,6,-2.7731337309349917
US:29442981,retired,0.22,2,-4.658325819448067
US:169009619,Parents wanted to give me a better chance in life,0.36,10,-2.35112347069193
US:116199799,I left New York state to get a better paying job and Inrease my standard of living by moving to North Carolina but I returned to New York because I had a young son who needed me,0.35,39,-2.392287173105622
US:101985793,Continue college,0.35,2,-7.745347852492193
US:121347853,Manhattan New York,0.67,4,-0.4569219767603071
US:169798611,My SO was raised here and we both wanted out of the city so he suggested here. It reminded me of my home and I fell in love,0.34,29,-2.548619192888425
US:45367185,With family,0.23,2,-4.266458417186417
US:1316518,to escape cold weather when after I retired,0.27,8,-6.739498355690477
US:2298732,Grew up here,0.25,4,-3.691221619826225
US:39928608,To raise my kids,0.26,4,-3.556838870043666
US:36412219,Brought by parents,0.24,4,-3.867504213425731
US:23412535,To be near my family. I'm a native Coloradoan.,0.44,13,-1.7538001210143344
US:170195089,I found an affordable cabin near my sister,0.31,8,-2.843212208632385
US:985118,I was looking for a place where it was easier to earn a living.,0.74,15,-0.07541265222992549
US:123456859,Parents moved to Oregon,0.22,4,-5.223707038499334
US:43593495,I like the weather and scenery here.,0.57,8,-1.0018377379887502
US:3672190,Retired,0.36,2,-2.3629177271358044
US:1271842,with family/parents,0.22,4,-5.6225052252436525
US:4064327,My spouse’s family lives here and it’s more affordable than NY.,0.31,14,-2.7793050819756764
US:26687139,Because my parents moved to California for a better life for us as a family,0.44,15,-1.7580975032549935
US:1754261,to get nout of ohio and all the crap in cincinnati,0.22,13,-4.806495525873305
US:22972579,Parents and brother had already moved down here.,0.22,9,-4.827283729251553
US:428550,A better job.,0.37,4,-2.2149057551798688
US:169109395,"My parents were from here, but my father was in the military when I was born.",0.78,18,0.12907771235620188
US:44233318,I was born in GA,0.52,5,-1.2545551416125655
US:41131719,Wanted to move back to my home state and live in the Hill Country.,0.66,16,-0.5225908206761182
US:170210515,Married a person living in RI,0.22,7,-4.9280606889451635
US:138550513,Relocate back to the US after long hiatus,0.28,9,-3.140172583260346
US:807523,"To get the hell out of Cincinnati, OH",0.27,9,-3.3590129764965746
US:39614795,Cost of living. Republican State,0.22,6,-4.972311196625211
US:196500361,My dad was born here,0.36,5,-2.3357392197366535
US:242546,Job and Basebsall franchise,0.46,6,-8.548278128405627
US:24918143,Was born here. Family & friends here.,0.24,9,-3.9724680077978918
US:2746020,Extreme taxes and insane politics,0.24,5,-6.123079076754053
US:2370880,family situation,0.4,2,-8.14961275878236
US:127931873,I live in mexico,0.29,4,-3.0088325718758937
US:182109119,born here,0.28,2,-7.017825511327215
US:4424645,To get out of California!,0.24,6,-4.030353571901237
US:3714122,To be closer to my brother and his family,0.46,9,-1.6192477819181321
US:193132985,To help take care of my ailing father,0.51,9,-1.3078422407129722
US:2810659,BETTER LIFE,0.68,4,-0.41368069046253725
US:45034019,To return home,0.27,3,-3.2872431532510147
US:156714487,Lower taxes,0.22,2,-5.240816810494909
US:182729603,Better jobs and my wife was from Louisiana.,0.23,9,-5.719285984086365
US:33608141,Parents moved,0.49,2,-8.710171425794718
US:174899901,Family,0.25,1,-3.7675180728671025
US:29454466,I had family here.,0.25,5,-3.7926560059552052
US:4541344,job opportunity,0.25,2,-6.3770098168801335
US:131350781,retired,0.22,2,-4.658325819448067
US:3353432,Climate,0.3,1,-2.930606744264868
US:44992931,"It's where I was born and I returned to be close to family, with a lower cost of living, and higher wages",0.42,25,-1.8916736204007016
US:1548298,Weather and family.,0.22,4,-4.917763931812099
US:2743054,Parents moved,0.49,2,-8.710171425794718
US:125431911,I was born in Missouri,0.78,5,0.14195495443227765
US:196670611,Love the weather and beach,0.24,5,-4.013885561019175
US:3666980,"My father was in the Army, Engineer Corps.",0.51,10,-1.3365442156351663
US:1277139,work,0.23,1,-5.758092195569234
US:1714235,Work,0.44,1,-1.709566926274204
US:28818021,moved to help family,0.22,4,-5.442069066434657
US:128895389,More affordable housing & a new job opportunity,0.27,8,-3.318843388613446
US:101523499,College,0.25,1,-3.653671016954066
US:24360491,Husband's job at Univ. of Hawaii,0.38,9,-2.1656985934891395
US:3881007,To be with family,0.31,4,-2.860333085334644
US:4608932,To get more job opportunities,0.47,5,-1.541474419827632
US:492685,Left an abusive situation.,0.22,5,-4.722259858072081
US:29227922,Wow,0.23,1,-4.311374551608507
US:189121583,Work,0.44,1,-1.709566926274204
US:913969,for health reasons,0.22,3,-4.6908416309033
US:116835999,Beautiful state,0.22,2,-5.225840116971337
US:2384262,Tired of too liberal.,0.24,6,-4.056686322628298
US:820890,Multiple,0.25,1,-3.629030675401343
US:136574059,Work,0.44,1,-1.709566926274204
US:2061041,It's home. And it's Republican,0.23,8,-4.299151195929244
US:55290,Job,0.33,1,-2.6298001581011357
US:30225565,Parents,0.22,1,-5.272819317914015
US:155886107,couldn't afford California anymore. Iowa was cheaper,0.25,9,-6.496012952630879
US:30471007,Because me and my daughter are both homeless and I had nowhere else to go so I moved here to live with family,0.36,23,-2.292599929285133
US:1531802,Employment,0.39,2,-2.104787896840956
US:99965,parents,0.69,1,-9.811203922750435
US:185480379,work,0.23,1,-5.758092195569234
US:40099643,family,0.39,1,-8.061827286318932
US:200175807,Fiance,0.3,2,-2.968476082948946
US:579431,Weather and I wanted to,0.23,5,-4.3731645179042395
US:629518,Boyfriend retired.,0.22,4,-5.490157341150176
US:1594647,Father transferred via military,0.25,4,-6.4907380958525405
US:643193,"My parents moved here,first.",0.22,7,-5.464502128385061
US:4658123,work related transfer,0.29,3,-7.116914640919159
US:189919687,Wanted to leave Alakska,0.22,7,-5.0635507067685435
US:43225630,I lived here for most of my life just left for 2 years and we missed Texas,0.22,18,-5.1421897559456
US:204683049,To be with my family,0.48,5,-1.4926925334198777
US:39459886,Military,0.23,1,-4.3068628575084205
US:112940837,No comment,0.25,2,-3.8145176195345756
US:2816387,Because it is my home state,0.31,6,-2.8209836644065143
US:104629999,my dad had a job transfer,0.27,6,-3.4090829407204253
US:28088203,parents,0.69,1,-9.811203922750435
US:175596559,Work,0.44,1,-1.709566926274204
US:1511940,to get out of new york.,0.38,7,-2.164650407494641
US:39750116,Family returned,0.29,2,-7.137226870788494
US:43177,Was returning from 8 years living abroad and wanted close proximity to my children,0.22,15,-5.592705603464561
US:197403395,born here,0.28,2,-7.017825511327215
US:178817805,To be by the beach,0.45,5,-1.675666758664482
US:4603326,work,0.23,1,-5.758092195569234
US:46470277,I was only gone for 6 months in 2016 while I lived in indiana for work,0.33,20,-2.6430382144834708
US:116840473,Be closer to our children,0.22,5,-4.663322957170564
US:24762653,Employment,0.39,2,-2.104787896840956
US:4281017,Relatives were here,0.22,4,-4.962952904799692
US:163090299,Family,0.25,1,-3.7675180728671025
US:3173735,Family and wanted to get away from Winters.,0.27,10,-3.282852969512689
US:24708581,To continue my education,0.52,4,-1.2809407917590674
US:31418542,My father's job moved,0.32,5,-2.6662269950132735
US:305852,My parents returned home,0.34,4,-2.483974235125247
US:36700908,Retire,0.29,2,-3.0501323349509746
US:30010531,To go to college,0.54,4,-1.1491373194394168
US:1284947,"No state tax, weather, freedom",0.23,7,-4.356643103175703
US:23979976,come back home,0.23,3,-4.386254363815671
US:127436837,Spouse attended law school,0.22,5,-5.382376251854271
US:1583424,job,0.28,1,-6.973120537884909
US:672072,My job moved to Mississippi,0.23,5,-4.322509811174097
US:165262967,Home,0.3,1,-2.993164674738649
US:28155774,Career. Took a position to take a company vertical.,0.22,11,-5.431139167056537
US:185482491,Lower cost of living,0.5,4,-1.3945922212503252
US:765554,Virgina,0.32,3,-2.759950076397751
US:139480335,Weather,0.28,1,-3.250849411559235
US:1961133,job,0.28,1,-6.973120537884909
US:3170006,To be near my son,0.29,5,-3.0724009399723853
US:121271479,Thought it was a good idea.,0.56,7,-1.0306139046445215
US:401554,Family moved.,0.28,3,-6.963512759320766
US:1836309,Job opportunities,0.24,2,-3.870329389274676
US:4399493,Family,0.25,1,-3.7675180728671025
US:25417167,Job,0.33,1,-2.6298001581011357
US:160334763,Found a house we loved that was for sale,0.26,9,-3.4750643424662906
US:179994321,Be closer to family.,0.24,5,-4.041492458888067
US:3662187,Born and raised in Ky,0.37,5,-2.249217598551792
US:42684931,to be with a man I met on the internet,0.73,10,-0.10408855830492454
US:39471690,School,0.27,1,-3.413737255616781
US:2143683,Because my future husband lived in NJ,0.22,7,-4.785394827375186
US:2757816,From here,0.38,2,-2.1744415632829615
US:1612035,Family,0.25,1,-3.7675180728671025
US:40545201,I had no where to live in IL anymore and no money to live there,0.25,15,-3.779808862286086
US:29307812,Job transfer,0.23,2,-5.710488293819559
US:146615915,It is familiar.,0.31,4,-2.7658407018255873
US:25186591,"needed to leave NJ after vietnam war, did not want to live there anymore, nor bring up family there. loved it here and still do.",0.27,30,-3.3298316004574384
US:134436719,Father transferred with his job,0.22,5,-4.476824607791743
US:125636389,To be closer to my children and grandchildren.,0.41,9,-1.914238444255774
US:40875112,Got married,0.23,2,-5.7645829711388705
US:1125472,My mother wanted to be closer to family,0.38,8,-2.1771520583628314
US:972610,Husband completed basic training in VA,0.22,7,-5.178107870394018
US:40927810,Marriage,0.38,2,-2.145412607267349
US:3700569,Moved back home after college,0.3,5,-2.9116258115035114
US:46324796,I was a single mother of a down syndrome child my son Ray died my parents moved me from the Washington State to Florida,0.3,24,-2.989511517344511
US:486778,"retirement, weather, lower taxes",0.26,7,-3.4380008472532566
US:45692238,Better opportunities,0.24,2,-6.098215165398187
US:177660621,i was born there,0.27,4,-3.3895186800742847
US:36454902,warm weather,0.22,2,-4.947092665628245
US:40582209,i was born in ny in1949 was in the arny overseas for 2 years abd returned in 1969,0.27,25,-3.3650135338380673
