person_id,why_are_pid
US:172097381,To tell you the truth I don’t know why I am a Democrat. I don’t want to change to Republican. I am seriously considering changing to independent. There is no one in government right now that I care for. There is so much hate and bitterness.
US:978286,They are slightly less batshit crazy...
US:36210181,"I used to be a democrat, but changed my party 20 yrs. ago. I felt the Dm. party was leaning too far to the left and couldn't follow their platforms. The Republicans are the more rational party now."
US:25254174,"Because I for the poor, innocent, and minority."
US:28753509,I am more Libeterian
US:124058753,"Because Trump most closely aligns with my political views. MAGA Republicans are the future, the closet Democrat RINOS are going extinct. America first is back, thank goodness."
US:1966189,Both parties are letting the extreme forms of their parties run the show knowing that no other party can touch them.
US:125436543,"I believe that republicans are looking out for the middle class , they have conservative views although I do not agree with them all , I favor most of their positions"
US:449879,Because the Republicans have little sane politicians left in their party and they seem cowardly.
US:183873901,Most of the values and platform align with my preferences and beliefs.
