person_id,question,text,prob_machine_generated,n_tokens,glimpse_criterion,full_text
US:169655929,why_think_pid,"At this point, it's getting harder to think of myself as one-they are being exceedingly frustrating at the federal level (overall). That said, there is no other major party to push back the continuing fascism of the GOP. I guess I'm a strong progressive Democrat (more Ilhan Omar much less Amy Klobuchar).",0.28,66,-6.913087612043647,"Coming back home to a state that, while I had more faith in before, still is a great place to live.   At this point, it's getting harder to think of myself as one-they are being exceedingly frustrating at the federal level (overall). That said, there is no other major party to push back the continuing fascism of the GOP. I guess I'm a strong progressive Democrat (more Ilhan Omar much less Amy Klobuchar)."
US:169679617,why_think_pid,The Democrats are more reasonable than Republicans.The talk more about doing decent things for people.,0.22,17,-4.607982650254882,The Democrats are more reasonable than Republicans.The talk more about doing decent things for people.
US:169695815,when_decided_pid,"I was a Democrat in my 20s, but after extended time abroad, I realized that I am MUCH farther left than most Democrats. There isn't much of an option for that, so I registered Independent because both political parties are too right wing for me.",0.38,53,-2.148816840923023,"I was a Democrat in my 20s, but after extended time abroad, I realized that I am MUCH farther left than most Democrats. There isn't much of an option for that, so I registered Independent because both political parties are too right wing for me.   I'm farther left than the Democratic party, but still left.   Work opportunities"
US:169695815,why_are_pid_with_when,"I'm farther left than the Democratic party, but still left.",0.42,13,-1.902019364363375,"I was a Democrat in my 20s, but after extended time abroad, I realized that I am MUCH farther left than most Democrats. There isn't much of an option for that, so I registered Independent because both political parties are too right wing for me.   I'm farther left than the Democratic party, but still left.   Work opportunities"
US:169695815,why_moved_to_current_state,Work opportunities,0.22,2,-4.537814633046521,"I was a Democrat in my 20s, but after extended time abroad, I realized that I am MUCH farther left than most Democrats. There isn't much of an option for that, so I registered Independent because both political parties are too right wing for me.   I'm farther left than the Democratic party, but still left.   Work opportunities"
US:169699419,why_think_pid,I tend to agree more with what the GOP says they stand for.,0.28,14,-3.140779953338781,I tend to agree more with what the GOP says they stand for.
US:169740087,when_think_pid,After Biden was elected,0.39,4,-2.1151453080954163,After Biden was elected   because democrats failed the American people
US:169740087,why_think_pid_with_when,because democrats failed the American people,0.22,7,-4.700776762804038,After Biden was elected   because democrats failed the American people
US:169798611,when_think_pid,When I realized that Trump was in the 2016 election running as president and the democrat candidate was saying things that sounded very socialistic,0.28,27,-3.196320859570855,When I realized that Trump was in the 2016 election running as president and the democrat candidate was saying things that sounded very socialistic   My SO was raised here and we both wanted out of the city so he suggested here. It reminded me of my home and I fell in love   Because democrats sound like socialists
US:169798611,why_moved_to_current_state,My SO was raised here and we both wanted out of the city so he suggested here. It reminded me of my home and I fell in love,0.34,29,-2.548619192888425,When I realized that Trump was in the 2016 election running as president and the democrat candidate was saying things that sounded very socialistic   My SO was raised here and we both wanted out of the city so he suggested here. It reminded me of my home and I fell in love   Because democrats sound like socialists
US:169798611,why_think_pid_with_when,Because democrats sound like socialists,0.22,7,-5.688175310859519,When I realized that Trump was in the 2016 election running as president and the democrat candidate was saying things that sounded very socialistic   My SO was raised here and we both wanted out of the city so he suggested here. It reminded me of my home and I fell in love   Because democrats sound like socialists
US:169811387,why_are_pid,"Honestly, it's because I think things through. The Democratic party is the only sane party in this nation.",0.46,22,-1.5930847813713185,"Honestly, it's because I think things through. The Democratic party is the only sane party in this nation.   Moved back home to take care of family"
US:169811387,why_moved_to_current_state,Moved back home to take care of family,0.35,8,-2.454716152874104,"Honestly, it's because I think things through. The Democratic party is the only sane party in this nation.   Moved back home to take care of family"
US:1698171,why_are_pid,Fewer liars than other parties.,0.23,8,-4.318640228040567,Fewer liars than other parties.   needed a place to live
US:1698171,why_moved_to_current_state,needed a place to live,0.31,5,-2.8468955626528936,Fewer liars than other parties.   needed a place to live
US:169835077,when_decided_pid,Well it because neither party did something I believed in. So basically I just had to chose between which one stood for something,0.22,24,-4.790465132738548,Well it because neither party did something I believed in. So basically I just had to chose between which one stood for something   I just don’t really trust them all
US:169835077,why_are_pid_with_when,I just don’t really trust them all,0.32,8,-2.6960170116684217,Well it because neither party did something I believed in. So basically I just had to chose between which one stood for something   I just don’t really trust them all
