person_id,why_think_pid
US:2451194,Both major partied represent the rich
US:495733,"Because I see what current Republicans are doing, and it terrifies me. We are on the verge of losing our Democracy. And current Republicans are going along with it."
US:1242234,"In the current political system, they’re the most aligned with what I want to happen of parties that stand any chance."
US:144387771,All for steady change
US:41727303,"I think we should have the govt to help us.. not baby us. I am pro life, pro israel, No wars, Secure borders, Fair tariffs etc"
US:167065531,"I don't necessarily think of myself as a Democrat as much as I think of myself as a responsible citizen who wants our government to work for the people and not for big money donors, corporations and special interests. The government should do what it can to help and benefit the most people and improve lives."
US:1938898,I agree with more democrats
US:2041073,I am a Reagan Republican. Small government and no handouts.
US:4522696,I grew up that way and believe in their policies.
US:2255654,democrats are crooks and cheat in elections and republicans let them get away with it
US:173852127,"Im more conservative in my personal values and I strongly believe in smaller government,government being fiscally responsible and government not telling me what type of vehicle I can drive"
US:46357834,I’m actually mostly aligned with the Green Party
US:211933,Christian conservative
US:4502590,they are for the working class
US:124360063,Neither of both
US:200005395,Republicans are too conservative and do not align with common people and they lack empathy. While democrats are not the best but they are lesser of the two evil.
US:28870860,"I changed to a Democrat just 2 years ago. I feel strongly about their platform and viewpoints. Women’s rights, equality, I just agree with the Democrats so much more."
